Avg. Area Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price
79843.14633,5.775992038,7.304337593,3.24,42452.94119,1424786.509
77081.68075,3.644175062,7.197069085,6.42,40080.43542,1206937.316
70713.64043,4.817919945,7.773536289,5.22,29436.45405,1209287.535
63797.99896,5.750618205,6.860745166,2.38,26626.53416,1029869.764
45914.01122,4.897860862,6.119878765,4.16,26309.23832,300464.0987
88190.46896,5.149776773,6.769516686,2.1,25177.48795,1294278.118
72010.79507,5.648822124,8.100920819,6.43,16376.64122,1251757.193
52420.52553,7.326976844,6.010627933,4.29,39766.41957,1128403.366
74748.15451,5.429629503,7.424722959,5.43,36071.7552,1363669.069
80913.46083,5.562565511,7.143813449,6.25,30034.33954,1177744.973
59480.04567,5.205825325,7.748963785,4.33,43703.77758,980274.0699
80951.28339,5.450699153,6.323822116,4.14,38990.80712,1524115.891
63856.3085,7.456390109,6.844399336,3.41,31114.8974,1311902.534
74727.88857,5.793124435,7.124513456,5.11,27639.05883,1119992.619
78095.35263,6.837193059,7.119862076,3,32346.43499,1538922.903
69689.6297,4.065513078,6.311314926,4.46,27438.68941,843633.1982
54973.19372,5.426987047,7.136285579,5.45,40412.72218,903301.9933
62571.35286,5.945193547,7.176352932,4.37,41465.11563,1161995.728
69370.93005,5.140142495,4.658690271,3.42,33732.46287,733299.7945
82415.25237,7.050921403,6.456360286,3.08,46297.58121,1837930.801
52864.75931,5.994728233,7.852066885,3.16,39156.98102,962028.7008
65855.86324,6.564119268,7.709617653,6.4,45528.53724,1477765.148
61310.28003,7.951206605,7.13125578,4.39,33201.05371,1419345.607
39411.65279,4.385844659,7.047435339,4.44,45851.3983,539483.3966
77265.7483,5.387078609,7.600015977,3.46,21558.37575,1097701.943
74777.76433,6.338634231,6.650801681,2.2,30013.29805,1412274.486
67474.2798,3.278227596,7.938421221,4.12,34971.53955,1013443.438
68848.19668,6.778112479,6.085627686,4.16,25880.41441,893919.0388
66148.03832,6.326840293,6.842533838,4.14,31574.41047,1234531.601
63595.95836,6.124785472,6.682731041,3.22,19345.40638,864702.9339
60741.56973,6.252128678,6.715733778,4.38,24534.37105,977024.1102
73540.62894,4.421746778,7.049997801,5.24,39756.36603,936148.5119
74633.9417,5.745854007,5.627387829,3.4,30600.60461,1056976.975
62016.68605,5.762634689,7.791948979,3.45,35750.28631,1040607.312
84249.8608,5.862843292,6.160323135,4.14,44571.37813,1641101.519
44247.14904,6.453832512,6.166052316,4.38,22011.94593,503065.5056
59473.98832,6.926414489,7.772294448,6.19,41215.29823,1296146.939
67839.38147,6.902937655,6.927319958,3.46,26377.26824,1164209.619
62972.00399,7.161397225,4.626558167,2,33869.89954,999814.8898
61162.58025,5.896315848,7.880521416,6.04,36033.70143,1060897.689
87472.25699,5.543774149,7.340992379,3.32,48306.7974,1848633.724
48692.97596,4.597834172,6.25906992,3.02,36239.39412,617157.9103
67858.50166,4.948624044,6.228655544,3.34,29708.75808,857697.1255
72332.05826,5.744597578,6.869613492,4.41,45804.32891,1253434.398
80775.9033,6.148563983,7.744385348,5.29,26601.55793,1635092.433
75151.10555,7.299214839,6.596280173,3.3,32032.14109,1524845.422
62095.03681,5.954461825,4.707758996,3.24,36183.2878,763869.6667
75759.48996,5.254822469,7.510711574,4.11,46188.16509,1376637.506
64374.30729,8.389992287,7.063085614,6.23,23251.0467,1244440.135
48147.87075,5.972172601,7.877403593,6.44,32050.57593,693931.5015
64127.44061,5.611310138,6.992732532,2.25,42628.71074,1277744.739
83921.90733,5.525295192,6.821687363,4.06,39569.83006,1539329.319
54617.88615,6.234743605,6.782860704,2.18,29613.844,903881.6639
45493.20843,7.381580819,7.266475345,3.2,38938.2712,896944.2443
72780.15123,5.259416171,5.725266904,2.48,44953.52365,1184758.842
96395.3218,5.460823005,7.52809801,6.5,35036.19213,1731437.416
47467.42392,5.821678083,7.015252974,3.33,37341.62134,762144.9261
61807.48493,5.60685891,8.203353428,5.46,44586.72495,1270905.02
54794.42399,5.625066678,8.00318507,4.21,39385.6836,1000043.903
94923.40619,5.70927131,8.039282316,3.3,43818.81314,1967637.287
62058.50246,7.030593803,6.175147479,3.23,28954.49749,1114779.247
46952.22944,6.061124984,5.728597316,4.24,31628.22805,671661.7134
67003.62956,6.505040047,7.406529543,3.02,28464.33389,1214986.886
87835.27161,4.302756122,7.458554034,3.39,16250.76883,1053236.6
73433.62623,7.107788624,6.227752216,2.05,44544.23046,1515005.384
70124.38688,6.740554121,7.346570952,6.32,51673.96267,1732196.217
84366.24462,4.750904287,7.865276959,5.27,43445.0159,1587122.369
60343.59941,7.827794857,7.267249766,4.38,24199.05275,1184893.56
71308.86039,5.806519014,8.598246883,3.25,22710.19219,1314348.699
65430.97914,4.324962702,7.200581808,4.41,33320.39672,717825.3597
73591.48889,5.430302262,6.747876001,2.5,51662.31774,1441736.761
52805.83596,7.460307854,6.799866021,4.48,37161.1126,1119542.311
58187.0494,6.084778056,7.256935779,4.08,31551.86373,850977.0123
70506.22247,6.067423246,7.947610774,3.14,44706.71849,1655466.736
77412.45431,7.264613698,7.067327828,4.29,33258.83439,1641739.518
65087.71793,6.684347864,7.456185045,3.45,40283.24977,1369976.501
72547.04742,5.606278582,7.046825652,3.32,39218.75914,1465835.843
78864.05341,6.378901779,7.348649923,3.3,50194.10811,1789334.851
67335.75773,6.785460273,7.377845327,6.26,10311.00139,863297.1767
79552.39015,5.191222752,6.537351508,3.32,50113.83691,1425366.413
89089.43207,7.146246355,9.179993536,5.29,49782.15207,2271112.744
67110.33438,7.197138761,7.236402011,6.1,31998.76325,1370699.722
80778.90088,6.484438121,6.386486309,3.16,34431.16874,1566740.128
76624.14812,5.074271516,6.265051496,4.17,47039.09365,1436995.2
80011.58352,6.448675361,6.489267832,2.49,26576.39199,1345962.955
70472.79238,6.010153598,6.110191694,3.24,34894.15883,1265180.909
57456.99716,5.378244758,7.857343016,6.22,37378.95089,1061222.537
80000.76417,5.612801653,5.91001256,3.17,42245.4464,1383967.463
66387.6838,5.677748504,7.788138382,5.22,22552.53591,1051519.066
64699.39397,6.848939033,6.956937821,4,49083.66618,1550359.548
84777.30248,5.421143531,6.079424489,2.22,42038.80335,1375057.083
81196.61131,6.865788207,7.181116046,3.01,49574.70781,1882978.9
60690.71865,7.5960077,7.021787448,3.42,35528.50391,1274053.64
72000.91793,7.16654825,7.869974067,3.13,27699.04897,1426434.644
51144.77077,6.748781492,6.767066347,4.04,39369.30084,913587.0974
57683.84762,6.557164042,7.060080868,4.3,43348.48868,1116730.867
63759.0507,6.13572675,7.614217985,6.23,35071.99599,1226586.921
68615.76709,8.76478554,6.122465225,2.47,51791.80812,1836978.483
66823.4329,7.52333072,6.142730956,4.29,30852.29111,1452153.849
67564.16592,6.701112226,8.039700873,5.16,21880.05031,1294750.368
68008.61543,4.357088276,7.879544727,5.41,28908.08678,1059870.965
73715.42371,6.210744515,7.983172003,3.09,45540.93836,1615346.75
50813.70267,7.161978239,5.942275646,2.1,30767.31362,1107692.003
83814.10116,8.571796672,7.392164066,3.39,51538.0568,2330289.701
51666.77275,7.730949556,7.55757585,3.45,41926.02443,1116193.293
69236.93433,5.816532436,5.861133737,4.18,39399.93645,1072253.834
81099.57815,6.433839889,7.13508385,4.33,29780.17308,1626941.788
59303.82319,6.930752508,9.098979835,3.44,43609.46243,1669681.231
69610.9725,4.137278576,5.627663434,4.04,39210.48262,806121.8394
77402.40158,5.648700181,7.856053644,6.14,39351.01562,1680252.737
73386.40734,4.96635994,7.915452714,4.3,38413.49048,1186441.756
70961.58131,8.598382722,6.185950711,2.02,38251.81217,1766248.403
81181.5688,6.636742301,8.201423572,5.27,26690.70991,1641055.939
57272.32797,7.577254753,6.59669477,2.07,30099.39506,1120894.804
58871.79001,8.174270417,7.074322473,5.16,25091.82355,1325706.901
74029.34982,6.618516283,6.414579249,4.31,36360.2738,1593347.849
56849.22111,4.043752332,6.78153687,3.19,43522.68518,605073.4908
73587.04646,5.944492108,6.53014678,2.3,25271.93098,1064509.523
49728.43703,5.844846445,7.531572717,3.19,37608.67975,872365.8799
60631.11084,5.956718133,7.628030848,3.11,40928.28419,1117741.757
78404.3633,7.066791632,6.858624507,3.03,49398.25748,1935172.995
86611.17802,4.849506719,8.303301694,3.01,45359.02795,1668670.656
58914.48624,6.590092351,6.311064909,2.46,35282.71403,1072704.89
75867.02443,5.539850454,8.061729885,4.18,56294.43444,1914746.582
66581.57483,5.419607067,5.884307666,3.25,18230.51893,839194.0689
62820.17908,7.63974101,7.681443787,6.07,23734.16959,1285157.87
69711.90393,6.073168346,8.090746781,3.45,36291.1452,1433614.967
82710.58982,6.236986667,5.086433684,4.43,44768.68811,1459342.887
58828.04163,7.236786459,8.749000788,6.08,44277.30064,1652845.981
53161.83239,4.879253961,8.678774415,4.07,30535.2556,725830.602
79361.02651,4.572241077,6.866564918,3.23,53875.28901,1378863.688
58325.69569,6.30432228,7.299320698,6.31,31256.22333,1003941.929
55772.89874,5.641007686,6.826893598,2.07,41638.65687,729882.6249
71893.42934,5.826870236,7.103995531,3.39,40364.19315,1270047.528
75922.88558,6.689121255,6.341246108,2.16,49458.66507,1695706.132
54648.28607,5.531123591,8.46138084,4.09,20270.54195,714822.5872
71857.57141,6.425892565,6.225548367,4.05,52563.97982,1462899.031
67424.18822,5.367615821,7.601754384,6.11,32412.84314,1127260.126
70564.86258,5.146618085,6.59799426,4.5,38376.46825,1014226.299
74237.26128,4.663506201,4.705015387,4.35,37651.01453,852982.5644
58004.2709,5.174346635,8.327776474,6.36,29182.7206,830286.7066
101928.8581,4.82958619,9.039381544,4.08,22804.99194,1938866.49
55809.49459,6.854522409,6.330243408,4.2,49001.90125,1247645.41
48357.06347,4.727645965,7.98951567,3.03,45206.72551,813415.1281
65017.74563,5.000504143,5.945759611,2.37,26910.32075,679373.4015
66949.0012,5.494535087,5.945900039,3.18,30323.73988,814879.2063
82848.55863,5.729198183,6.281916393,4.47,40338.11037,1489540.135
65851.26289,6.517096671,7.181912393,5.09,36110.06309,1468738.755
93579.11668,5.821447363,6.490128894,4.49,38977.93739,1859883.661
76114.15936,6.769699197,7.32160966,5.02,42601.8153,1558758.796
84289.795,7.762059263,7.946184619,4.09,42768.4581,2120888.345
57715.53989,5.549062595,7.648730581,5.16,19844.17257,790598.827
85825.85915,6.614755417,6.25590011,3.36,13983.30125,1137465.336
62765.29405,7.678891205,7.459908516,4.08,22272.18604,1369753.282
70205.72154,5.83835012,8.657342635,5.37,26973.43343,1433221.122
66595.66324,4.786484164,7.476142093,3.16,42385.40082,1373048.099
64303.64009,5.626372535,6.583251654,3.42,20214.598,941950.5795
57358.62333,7.353131745,7.096839816,3.14,22061.58541,948279.9394
74216.12905,6.038763092,7.004803041,3.28,45068.59934,1365036.084
68503.48554,4.403549081,8.419559831,4.42,34699.25818,1289082.363
55481.28674,5.733547356,9.699773329,3.46,42179.67004,1398979.249
75265.99827,8.312847295,7.494591244,5.33,13108.01789,1559678.613
68854.09085,6.745795742,8.194305101,5.23,37482.54576,1485677.064
74854.10011,4.604998734,7.679230572,4.06,50538.01354,1553592.98
54634.31766,5.743186901,8.04578157,6.3,41564.0063,1179278.094
57098.2024,8.172130124,5.759739522,2,42721.28569,1262465.989
68035.56212,6.487102994,8.810883649,4.06,34174.74428,1663509.393
63128.60652,5.459418735,6.953525108,3.02,39536.8097,930011.5709
62937.04797,6.171802299,8.931184559,3.14,38082.48344,1584167.851
82915.91143,7.078994202,7.882700548,5.2,50445.64737,2185480.091
70138.53362,6.459764363,6.844556793,4.05,44684.73719,1529028.714
75611.47181,5.692877721,7.174165695,6.18,22047.19911,998240.8508
42822.3111,6.612989198,4.993759778,3.34,29670.20231,513215.9882
60145.23086,7.349184292,8.012062753,5.19,25198.78667,1136448.409
87853.8483,6.524727389,7.571808331,6.43,42302.261,1898668.844
66392.57099,5.380618603,8.023288282,5.13,26623.18416,1255576.273
58204.22309,6.301814027,7.375616033,5.41,46663.40274,1367641.27
88244.61487,6.548375433,8.765481292,3.36,25791.99499,1788285.239
